V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
121506,112,284,358,367,84913,1012,1893,10401,11140,10114,1021,1071,1581,0.9957,0,0,0.000354650915582947
121643,1869,10052,1029,10085,10309,10092,10253,10196,10051,0.9994,0,0,0,0,0,0,0.000364172392770775
122060,340273,4363,30,10449,32,6257,6778,6688,4609,51085,7157,1523,0.9914,0,0,0,0.000460056857451591
122664,2354,8061,2353,3726,3725,10332,10164,1020,10216,10286,10036,0.9944,0,0,0,0,0.000556987361181326
122953,467,3726,3725,10332,10216,10164,10411,10293,10221,10402,10131,10210,1020,0.993,0,0,0.000598209768434745
1230,51166,21,10257,10057,116236,5452,6935,10664,7157,0.9951,0,0,0,0,0,0,0.000367548411551148
123099,53335,1879,1958,1012,10038,10092,10036,10128,0.9951,0,0,0,0,0,0,0,0.000348841231649323
1235,1879,10038,10171,10128,10313,100289635,10235,10347,10487,10512,0.9882,0,0,0,0,0,0.000320427693247156
123879,1958,4824,1012,10249,1020,10235,10200,10127,10013,10054,10016,0.9945,0,0,0,0,0.000326607461465403
124220,51166,21,10257,10057,116236,5452,1869,0.9935,0,0,0,0,0,0,0,0,0.000273599459467188
124222,467,1958,1959,1960,2099,1012,10057,10044,10156,1021,10131,0.9951,0,0,0,0,0.000479559349176644
124401,21,89845,4363,10257,30,6778,6775,7025,6257,7391,1869,7157,6773,0.9939,0,0,0.000468683198099502
124817,340273,72,97,8745,9509,2099,3297,988,5090,5451,5087,3298,1523,4205,0.9904,0,0.000299761344142957
124842,1869,1870,1875,144455,4609,10085,10052,1003,10061,10092,10062,10067,100132464,0.9973,0,0,0.000463298676814266
124872,2099,4609,10061,10067,1020,10131,10038,10121,10128,10057,10124,10156,0.9923,0,0,0,0.000509207388567439
124925,1869,1870,1875,144455,10052,10085,10253,10092,1029,0.9995,0,0,0,0,0,0,0.000366444993040154
124930,1958,4609,7020,10092,10067,10061,10055,10057,10096,10038,0.9907,0,0,0,0,0,0.000390523682886394
1259,9869,7020,1020,10221,10092,10059,10196,10016,10130,10057,10139,10121,0.9905,0,0,0,0.000388187208614656
126,414149,47,10965,6296,8754,7391,6688,5885,0.9898,0,0,0,0,0,0,0,0.000210899009973439
126017,21,4363,10257,30,10449,7391,6257,4609,7157,1869,6667,140690,0.9892,0,0,0,0.000575079467480909
126129,90993,2308,6258,10733,10112,1031,11232,1369,1030,10154,0.9834,0,0,0,0,0,0.000261803716916199
126272,51166,21,10257,10057,116236,5452,4149,1869,140690,7157,0.9959,0,0,0,0,0,0.000426861429108987
126295,4609,10067,10061,10055,10197,100132464,0.9895,0,0,0,0,0,0,0,0,0,0.000235524228642744
1263,2308,3725,4609,4783,7020,10061,100132464,10067,10092,10057,10059,10112,10055,10062,10038,0.9931,0.000553255156568532
126382,1869,1870,1875,144455,4609,10052,10085,10061,10092,1003,10156,100132464,10067,10131,0.9972,0,0.000481001633195381
126626,1869,3725,10052,10216,10164,10085,10092,10131,10051,0.9961,0,0,0,0,0,0,0.000375486755022013
126668,7020,10221,10092,10057,10196,10130,1020,10059,10016,10139,10128,0.9894,0,0,0,0,0.000412313229341141
1268,21,340273,10057,30,10449,6688,6257,7391,4609,5087,2625,1523,6778,0.9882,0,0,0.000472646126249433
126969,1050,1012,1033,1071,0.9969,0,0,0,0,0,0,0,0,0,0,0,0.000148186391854962
127,9625,18,89845,10449,47,7025,6778,0.9933,0,0,0,0,0,0,0,0,0.000172395598362544
1272,1958,3725,4602,7020,1012,10057,10092,10051,10036,10059,10062,10048,10121,10016,0.9915,0,0.000549066209543364
127435,10057,10449,84320,2180,6296,6257,23462,6773,3170,3727,4211,5451,0.9931,0,0,0,0.000473207837928654
127495,340273,10060,10965,2182,23305,6257,1958,5087,4800,405,6935,1523,4205,196,0.9871,0,0.000388163813467616
127579,18,21,10257,10057,116236,5452,3172,0.992,0,0,0,0,0,0,0,0,0.000215408412707179
127602,1958,3725,9869,1012,10164,10062,10107,100131187,10044,10131,10156,0.9961,0,0,0,0,0.000420678881509803
1277,1958,3725,4602,1012,10164,10036,10051,10092,10138,0.9918,0,0,0,0,0,0,0.000432087444946388
1278,53335,1879,2353,3725,10164,10038,10112,0.9938,0,0,0,0,0,0,0,0,0.00029890578041087
127833,340273,176,72,97,8745,5885,2099,1488,5090,5087,6667,0.9876,0,0,0,0,0.00027418759030393
1280,1958,1012,10249,10092,10243,10253,10036,10097,10130,10062,10013,0.9962,0,0,0,0,0.000392598243339688
1281,3725,10332,10164,10402,10221,10615,10216,1019,1020,10131,0.9945,0,0,0,0,0,0.000454419260641433
128178,1869,10052,1029,10085,10051,10309,0.9996,0,0,0,0,0,0,0,0,0,0.000259270475461931
1282,4609,10067,10061,10056,10055,1020,0.9956,0,0,0,0,0,0,0,0,0,0.000267122639882499
128239,84320,133,83543,226,54443,10009,10782,10127,2551,2624,2353,55290,1875,1874,5885,0.9942,0.000583994708022601
1284,1958,1959,1960,23462,3725,1012,10164,1020,10036,0.9967,0,0,0,0,0,0,0.000458655042453886
1287,4363,10057,116236,30,10449,5452,6257,0.9919,0,0,0,0,0,0,0,0,0.000228425915464954
1288,84448,176,23305,6296,130399,1488,7391,6257,1958,3659,5885,0.993,0,0,0,0,0.000304360156649436
128853,9625,18,89845,10449,47,7025,6720,2551,0.9929,0,0,0,0,0,0,0,0.000217500002208116
128869,467,1869,10052,10085,10092,10236,10253,10051,10131,1021,0.9979,0,0,0,0,0,0.00045150715050371
1289,2354,8061,2353,3726,3725,10332,10164,10112,10036,10216,10402,1020,0.9957,0,0,0,0.00056171299263363
1290,2308,143941,10733,1031,140609,114907,10112,1369,11232,10471,1499,0.9923,0,0,0,0,0.000304887525555587
129049,21,10257,10057,116236,176,5452,1488,5460,5885,4609,1869,0.9927,0,0,0,0,0.000385396102764035
129080,1879,4609,10055,10067,10061,10197,10036,0.9919,0,0,0,0,0,0,0,0,0.000287618644502898
1293,2353,3725,10332,10164,10112,10036,10402,1020,10300,10216,0.9953,0,0,0,0,0,0.000417793335590826
1294,60468,2354,8061,2353,3726,10332,10164,10486,10112,0.9933,0,0,0,0,0,0,0.000407275106658144
1295,340273,10060,84448,176,10965,1488,1958,5885,3131,405,5087,4790,4800,4205,1523,0.9931,0.000421130709448377
129530,176,9719,112,173,174,6925,23462,2033,7157,1488,6720,0.9945,0,0,0,0,0.000409425344387247
1298,1879,2625,10293,10164,10253,10174,10402,0.9946,0,0,0,0,0,0,0,0,0.000266002726049665
1299,1958,2099,4609,1012,10061,10092,10067,10121,10107,10013,10038,10044,10062,0.9954,0,0,0.000474024115975943
130,1869,2353,3725,4609,7020,10052,10067,10061,10092,100132464,10057,10085,10099,10038,100289635,0.9947,0.000582199460162247
1300,176,9719,174,56895,10566,4824,5885,0.9896,0,0,0,0,0,0,0,0,0.000127660691544441
1301,4363,30,10449,32,36,6257,4609,7157,6688,51085,3172,4149,7391,3665,0.9913,0,0.000474512014125399
130120,116236,55,2180,72,8038,4609,1870,1869,1958,6257,5452,3172,2308,5460,0.9927,0,0.000516255063242722
1302,1050,1012,1033,1071,0.9981,0,0,0,0,0,0,0,0,0,0,0,0.000152642833705354
130367,53335,1879,5460,10038,10128,10103,0.9946,0,0,0,0,0,0,0,0,0,0.000231362303466218
130399,2099,10486,10401,1020,10555,10411,10057,10121,10749,0.9927,0,0,0,0,0,0,0.000323571438875404
130497,1050,1869,1012,10052,10253,10221,10085,10092,10051,0.9991,0,0,0,0,0,0,0.000395994767277849
130574,21,10257,10057,116236,36,5452,1958,405,4609,5460,1869,0.9925,0,0,0,0,0.000438197278385688
1306,84448,30,176,10965,2180,6257,7391,1488,1958,1869,1870,3131,0.9915,0,0,0,0.000418235343205943
130612,3725,10332,10164,10402,10216,10221,10163,1019,10493,10131,10128,0.994,0,0,0,0,0.000515057158696585
1311,1958,1012,10249,10036,10253,10092,10130,10243,10097,10048,1021,0.9951,0,0,0,0,0.000434512983858532
131368,116236,55,2180,72,8038,5452,1958,1869,1870,4609,6257,3172,2308,5460,0.9911,0,0.000516254706756538
131450,21,10257,10057,116236,176,7391,5885,5460,1488,1869,5452,0.9937,0,0,0,0,0.000326580233435185
131669,9625,18,89845,30,10449,4149,6688,6257,6722,7025,6778,0.9903,0,0,0,0,0.000343692698694684
132430,9625,18,89845,10449,47,7025,7528,2551,1050,0.9962,0,0,0,0,0,0,0.000271525348942277
133,1050,1649,1869,1870,1875,1012,10052,10253,10221,10085,10092,10113,10236,10051,1009,0.999,0.000621933121449801
133022,1960,10540,10894,11273,11004,1031,10262,10535,11335,11060,10765,0.9911,0,0,0,0,0.000466411049650895
133121,72,1820,221079,367,481,1012,10401,1071,11140,11188,10062,0.9973,0,0,0,0,0.000372667283931552
133874,340273,10257,10449,176,72,1869,5885,4609,0.993,0,0,0,0,0,0,0,0.000258712235970825
1339,1869,10052,1029,10253,10085,10092,10196,0.9958,0,0,0,0,0,0,0,0,0.000307681323043891
134,53335,1958,2354,2353,3726,1012,10164,10092,10112,10062,10171,10163,10036,10044,0.9943,0,0.000572540525603114
1345,2099,10401,10486,10411,10555,1020,10763,0.995,0,0,0,0,0,0,0,0,0.000295530209248034
134526,18,21,10257,10057,116236,5452,5460,3172,0.9929,0,0,0,0,0,0,0,0.000225346337087492
134637,4609,10067,10061,10197,10221,10055,100132464,10036,0.9905,0,0,0,0,0,0,0,0.000344272580921763
135228,2353,3725,10332,10164,10112,10216,10036,10131,10221,10411,10300,10402,0.9942,0,0,0,0.000486867738897095
1358,9625,18,89845,30,10449,6257,7025,4149,0.9925,0,0,0,0,0,0,0,0.000239966895903011
135892,1958,4609,1012,10067,10061,10092,10055,0.9965,0,0,0,0,0,0,0,0,0.000317321430857636
1362,4363,30,10449,32,36,6257,4609,6688,7157,51085,3172,7391,4149,6720,0.9889,0,0.000519713116054377
1363,18,21,36,134526,2182,6257,4149,1958,4609,5465,3172,22926,7391,6256,10009,0.9881,0.000477999457551665
1364,4609,7020,10067,10061,10092,10055,10057,10036,100132464,0.993,0,0,0,0,0,0,0.000346811704203378
137209,9869,114897,197257,10782,1958,2176,10915,1259,1312,23309,0.992,0,0,0,0,0,0.00033758052175967
1376,367,1869,6258,7020,1012,10052,10085,10130,10111,0.998,0,0,0,0,0,0,0.000339983478840704
1378,30,10449,6296,140,56895,2353,6257,5885,3174,7391,1870,6778,5087,6908,6925,0.9937,0.00046785544357595
137970,2099,10486,10401,1020,10411,10555,10763,10057,10121,10749,10728,0.9962,0,0,0,0,0.000394996899790747
137994,3725,4609,7020,10067,10061,10092,10057,10055,100132464,10059,10036,10105,10038,0.9914,0,0,0.000482973711901999
138639,18,21,4363,10257,30,6257,4149,0.9909,0,0,0,0,0,0,0,0,0.000235256500560552
138715,30,10965,2180,2182,23305,6257,1869,1870,7391,0.9837,0,0,0,0,0,0,0.000291542626244283
1393,2099,10763,11331,10401,10749,113189,11060,10121,10555,0.9966,0,0,0,0,0,0,0.000335054853676923
139728,1958,1959,1960,1012,10249,10097,10092,0.9951,0,0,0,0,0,0,0,0,0.000286688163341399
140,30,10449,6296,56895,10551,1879,5885,3174,6257,4208,51003,1870,23462,6772,4211,0.9957,0.000430798102452237
1400,4609,9319,10061,10067,1021,10131,10055,10124,0.9926,0,0,0,0,0,0,0,0.000371964281523819
1404,21,340273,10257,10057,10060,988,7391,2099,1869,6775,2625,5087,84159,4609,6239,0.9863,0.000453167855604651
140578,60468,2354,2353,3726,3725,10332,10164,10112,10163,10131,10216,10036,10134,10162,10221,0.9925,0.000597069070199918
140680,4363,30,10449,32,36,6257,4609,6256,4149,6945,51085,5465,6720,7157,22877,0.9929,0.000544427880844523
140766,1869,1870,2353,3725,4609,10052,10067,10061,10085,10092,10062,10055,100132464,10131,10038,0.996,0.000616735342305777
140809,60468,1869,1958,2354,8061,1012,10052,10085,10051,0.9955,0,0,0,0,0,0,0.000421788038481715
1410,340273,89845,4363,10057,116236,5452,1488,0.9932,0,0,0,0,0,0,0,0,0.000201276865931582
1414,134,222,247,259173,83854,2354,2551,6938,6929,5885,4208,6667,1879,0.9974,0,0,0.000457019975379785
142683,21,10257,10057,116236,176,5452,4609,1488,5885,0.9929,0,0,0,0,0,0,0.000314937142626296
1427,147,259173,124930,467,816,10009,11060,11000,10621,10293,10961,10043,11165,11183,0.9907,0,0.000539501579502985
143425,375790,84079,333,253982,467,10293,10621,10471,112476,1062,11243,10681,0.9891,0,0,0,0.000464518808740234
143503,7546,116844,10903,1286,2200,10492,10669,2029,22907,23187,182,0.9977,0,0,0,0,0.0003226925672194
1436,1050,7020,7546,1012,10057,10092,0.9963,0,0,0,0,0,0,0,0,0,0.000226918322866257
143662,1050,1012,1033,1071,0.9979,0,0,0,0,0,0,0,0,0,0,0,0.000147726988287715
143689,1958,2353,4609,1012,10067,10061,10092,100132464,10055,10112,10013,100289635,0.9962,0,0,0,0.000431223595659962
143941,2308,2625,8022,10164,10293,0.991,0,0,0,0,0,0,0,0,0,0,0.000233583265931702
144193,1869,1870,4609,7020,10052,10061,10067,10092,10057,10016,10085,10051,1000,0.9977,0,0,0.000487422685024727
144404,4609,10061,10055,10067,10221,10131,100132464,10124,10197,0.9926,0,0,0,0,0,0,0.000385070150629204
144406,21,89845,4363,10257,10057,2309,7025,2033,7391,140690,0.992,0,0,0,0,0,0.000357877289125309
144455,84320,133,83543,226,9824,10253,10960,112476,10763,10782,10849,1072,10127,10009,10217,0.998,0.000755233791577232
145389,3725,4609,10061,10055,10067,10164,10062,10128,1019,0.9921,0,0,0,0,0,0,0.000468385266613841
145864,21,10257,10057,116236,176,5452,4609,1488,5885,0.9934,0,0,0,0,0,0,0.000314937142626296
145873,1869,4783,10052,10174,10085,10067,10051,10092,1029,1030,10253,0.9987,0,0,0,0,0.000435808687476714
146,1050,1649,1958,1959,1960,1012,10163,10097,10096,10130,10197,10092,0.9936,0,0,0,0.000468190374635631
1462,2308,143941,10733,1031,10112,11232,140609,10471,1369,0.9949,0,0,0,0,0,0,0.000224838070141363
146223,284,283373,56899,440,467,10293,10471,0.9901,0,0,0,0,0,0,0,0,0.000219415489822518
146330,60468,10164,148,10134,0.9891,0,0,0,0,0,0,0,0,0,0,0,0.000161611450767961
1464,2353,3725,7020,10164,10092,10057,10112,10036,10139,10165,10121,1017,0.9933,0,0,0,0.000486714203315925
146712,1958,4609,1012,10067,10061,10055,10092,0.9962,0,0,0,0,0,0,0,0,0.000318297123485355
146771,5993,1879,23354,10384,0.9935,0,0,0,0,0,0,0,0,0,0,0,0.000138865706084268
146850,1879,10038,10171,10128,0.9851,0,0,0,0,0,0,0,0,0,0,0,0.0001994625937855
146857,1958,1012,10249,10092,10243,10253,10097,10036,10130,10013,1019,0.9959,0,0,0,0,0.000428067781916195
1469,3725,10332,10164,10402,10221,10216,1019,10131,10615,10128,10493,0.9941,0,0,0,0,0.000511997010790846
146909,21,340273,89845,10257,84448,7391,5087,7025,0.9946,0,0,0,0,0,0,0,0.00019941685254122
146956,4609,10061,10067,10055,10197,10131,10221,0.9906,0,0,0,0,0,0,0,0,0.000313410223225186
147,467,2354,8061,2353,3726,10332,10164,10216,1020,10293,0.9927,0,0,0,0,0,0.000497024261391311
147011,4602,4609,10067,10197,10061,10051,10055,100132464,0.9874,0,0,0,0,0,0,0,0.00031199477364727
147111,467,1869,1879,1958,2353,10052,1012,10092,10051,10085,10112,1003,10062,10016,10111,0.9977,0.000612910057509533
147372,21,10257,10057,116236,84448,5452,140690,6935,2033,5451,7157,405,0.9957,0,0,0,0.000508243934521998
147463,21,4363,10257,84448,30,1869,7391,7157,6257,1050,10664,0.9911,0,0,0,0,0.000446077211175959
147645,84448,30,176,47,10965,7391,6257,0.9935,0,0,0,0,0,0,0,0,0.000166024380942253
147660,89845,11093,134637,130,79841,7025,6925,6872,2033,2551,2309,51548,5451,1869,0.9978,0,0.000536798342073305
147685,1050,4824,9869,1012,1071,1033,10221,10421,10449,10309,10062,10335,10319,0.9973,0,0,0.00038271516833306
147700,53335,1879,1958,1959,1960,1012,10197,10092,10130,0.9946,0,0,0,0,0,0,0.000337004382168774
147798,21,10257,10057,116236,176,5452,7391,1958,5460,1488,1869,5885,0.9928,0,0,0,0.000380733692554704
147837,4363,30,10449,32,36,4149,6257,6772,0.9872,0,0,0,0,0,0,0,0.000241488817632934
147841,4609,10061,10067,10055,100132464,10197,10213,10007,10131,0.9921,0,0,0,0,0,0,0.000289486953091608
147968,2354,2353,3726,3725,10332,10164,10402,10112,10216,0.9946,0,0,0,0,0,0,0.000404694607603312
148,60468,1050,2354,8061,2353,1012,10113,10148,10112,0.9927,0,0,0,0,0,0,0.000422293147581848
148206,414149,47,10965,6296,8754,2353,7391,3725,4205,5885,5087,3174,6720,4800,0.9914,0,0.000386228902667712
148213,18,21,36,134526,2182,6257,7391,5465,4149,140690,0.9895,0,0,0,0,0,0.000284624165982905
148229,2353,3725,10332,10164,10112,10402,10216,0.9954,0,0,0,0,0,0,0,0,0.000282950114945765
148252,21,84448,30,36,176,6257,4609,5885,6688,1488,0.9897,0,0,0,0,0,0.000364588466554956
148254,2353,9869,10332,10164,10486,10371,10112,0.9971,0,0,0,0,0,0,0,0,0.000226933362965704
148398,1869,7020,10052,10092,10057,10016,10085,10165,10051,10121,0.9981,0,0,0,0,0,0.000321667543248865
148418,7020,10221,10092,10057,10196,10059,10130,1020,10016,10128,1021,0.9881,0,0,0,0,0.000446850194882772
148709,112,133,4329,58504,259266,6257,7391,2551,0.9927,0,0,0,0,0,0,0,0.000275763247136037
148789,1958,2353,4609,1012,10061,10067,10055,10092,10112,10062,0.997,0,0,0,0,0,0.000418379096894061
1489,1958,4609,7020,10067,10061,10092,10055,100132464,10057,10054,10013,10059,0.991,0,0,0,0.000398292553450419
149297,1958,2099,1012,10156,10062,10044,10057,1021,10013,10107,0.9967,0,0,0,0,0,0.00037690910239531
1493,32,84320,140766,147,22977,3727,2353,2186,8061,11016,51085,3726,2354,7391,6935,0.9893,0.000668519286165951
149345,3725,4609,10164,10067,10055,10061,100132464,10096,1019,0.9894,0,0,0,0,0,0,0.000411797360173907
149461,9625,18,89845,84448,10449,7025,1050,0.9937,0,0,0,0,0,0,0,0,0.000186083389840911
1496,9625,18,21,116236,84448,5452,4609,3172,1499,5460,0.9943,0,0,0,0,0,0.000340127637769623
1501,32,8751,140766,11174,114,2353,1869,1958,7391,1870,5452,4609,51085,4824,9319,0.9946,0.000539912147356321
150209,1958,2353,3725,1012,10164,10092,10112,10130,10036,10062,10163,10054,0.9934,0,0,0,0.000487822840865177
150372,1879,10171,10487,10128,10038,10308,10312,10313,10103,10437,10521,0.9909,0,0,0,0,0.000397087488653473
150468,414149,47,10965,6296,8754,7391,6720,3174,5885,2353,23462,0.9928,0,0,0,0,0.000261490340789974
150590,1958,7020,1012,10057,10092,10059,10130,10036,10097,10062,0.995,0,0,0,0,0,0.000363417075801848
150709,4609,7020,10092,10061,10067,10059,10055,10057,100132464,10062,0.9936,0,0,0,0,0,0.00034158054465046
150763,10257,10057,10449,47,6296,7391,2353,0.9922,0,0,0,0,0,0,0,0,0.000221795354206013
151,4609,7020,10067,10061,10055,10057,10099,0.9949,0,0,0,0,0,0,0,0,0.000268629234697442
1510,10257,10449,9510,9509,10551,1879,4609,988,1869,0.9927,0,0,0,0,0,0,0.000306125613856022
151258,10057,116236,36,176,47,5452,4609,0.9955,0,0,0,0,0,0,0,0,0.000235268676035424
1513,1050,1959,2354,8061,2353,1012,10164,10112,10262,10036,1020,10163,10062,0.9956,0,0,0.000528614424607694
151473,53335,1869,1879,10052,10092,10051,10253,10196,10046,1021,10038,10085,10227,0.999,0,0,0.00043839080850375
151647,1869,1870,1875,144455,10052,10085,10092,1029,10309,10253,10051,10124,1021,0.999,0,0,0.000532484015206494
151887,4783,10067,131965,10174,144455,1869,1870,145873,10979,161742,10890,0.9883,0,0,0,0,0.000359717186677265
152,467,10293,1062,112476,10621,10841,10681,0.9899,0,0,0,0,0,0,0,0,0.000329177402208341
152206,18,21,4363,10057,116236,5452,5460,4609,3172,0.9915,0,0,0,0,0,0,0.000282778811374967
152330,340273,4363,10257,116236,55,5452,1869,4609,1050,7157,10664,0.9927,0,0,0,0,0.000497270668781585
152519,7020,10221,10196,10130,10128,10057,10092,10059,10079,102,1017,0.9899,0,0,0,0,0.000414026664720618
152573,4783,10067,131965,10174,144455,1869,1870,145873,10890,10979,1191,0.9895,0,0,0,0,0.000357636114362151
152926,467,53335,7020,10092,10057,10016,10196,10059,10131,10139,10127,10165,0.9891,0,0,0,0.000350970914385918
153020,1958,1012,10249,10243,10092,10054,10130,10013,0.9955,0,0,0,0,0,0,0,0.000251380688993005
153478,21,89845,4363,10257,30,7025,7391,1869,7157,6257,0.9925,0,0,0,0,0,0.000414723293922576
153684,9869,114897,1312,197257,2176,1259,23309,10915,163059,0.9929,0,0,0,0,0,0,0.000245221201034859
153733,1958,2308,1012,10097,10112,0.9965,0,0,0,0,0,0,0,0,0,0,0.000197681476920599
153768,4609,7020,10067,10092,10061,10055,10057,10059,100132464,10036,0.9925,0,0,0,0,0,0.000350594149324779
154215,21,10257,10057,116236,30,5452,6257,0.9916,0,0,0,0,0,0,0,0,0.000254452255991557
1544,18,21,340273,10057,30,6257,6688,3172,0.989,0,0,0,0,0,0,0,0.000256932302762711
1545,53335,1879,1958,2099,7020,1012,10038,10013,10019,10111,10036,10079,10062,0.9966,0,0,0.000493912523921521
154881,4363,30,10449,32,36,6688,4149,0.9859,0,0,0,0,0,0,0,0,0.000209992879694198
1555,133,226,284,285,9915,1870,144455,1869,4800,1876,2625,1871,0.9927,0,0,0,0.000543893363288695
157313,5460,11178,1009,120,1756,1017,158471,0.992,0,0,0,0,0,0,0,0,0.000275502368415238
157378,3725,10164,10332,10221,10402,10411,10216,10131,1020,10300,10544,0.9959,0,0,0,0,0.000462642408400541
157570,21,4363,10257,30,10449,6257,1869,7157,7391,4609,140690,4149,10664,6772,0.9878,0,0.000590468908543686
157753,1050,1012,1033,0.9967,0,0,0,0,0,0,0,0,0,0,0,0,0.000127630163487286
157807,1050,1649,1012,1071,10221,1033,10449,10979,10865,10922,0.9957,0,0,0,0,0,0.000353692003847973
1581,367,8431,6258,1012,10401,1071,1582,11140,0.9971,0,0,0,0,0,0,0,0.000294025495588502
1582,6258,364,1869,1376,4023,30,335,1581,1593,2167,23054,0.9941,0,0,0,0,0.0003311065915215
158219,60468,1958,6662,1012,10164,10134,10092,10130,10221,10036,10123,100131187,10013,0.9941,0,0,0.000468438071093921
158511,1869,23462,3725,23764,4609,10052,10092,10061,10067,10085,10055,100132464,10051,0.995,0,0,0.00053058828764831
1586,90993,3164,2648,1869,5111,5106,148327,207,5105,1388,2353,2354,0.9888,0,0,0,0.000506640775356244
158763,1050,1869,1870,1875,144455,1012,10052,10092,10253,10085,0.9995,0,0,0,0,0,0.000383671023129999
1588,367,60468,1869,1870,1875,1012,10052,10164,10085,10221,10253,10134,10092,1021,0.9973,0,0.000566739611092741
159195,9509,80115,57673,8618,863,1879,4609,6925,2099,2308,0.9946,0,0,0,0,0,0.000420082971824034
