V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
1288,84448,176,23305,6296,130399,1488,7391,6257,1958,3659,5885,0.993,0,0,0,0
128853,9625,18,89845,10449,47,7025,6720,2551,0.9929,0,0,0,0,0,0,0
128869,467,1869,10052,10085,10092,10236,10253,10051,10131,1021,0.9979,0,0,0,0,0
1289,2354,8061,2353,3726,3725,10332,10164,10112,10036,10216,10402,1020,0.9957,0,0,0
1290,2308,143941,10733,1031,140609,114907,10112,1369,11232,10471,1499,0.9923,0,0,0,0
129049,21,10257,10057,116236,176,5452,1488,5460,5885,4609,1869,0.9927,0,0,0,0
129080,1879,4609,10055,10067,10061,10197,10036,0.9919,0,0,0,0,0,0,0,0
1293,2353,3725,10332,10164,10112,10036,10402,1020,10300,10216,0.9953,0,0,0,0,0
1294,60468,2354,8061,2353,3726,10332,10164,10486,10112,0.9933,0,0,0,0,0,0
1295,340273,10060,84448,176,10965,1488,1958,5885,3131,405,5087,4790,4800,4205,1523,0.9931
129530,176,9719,112,173,174,6925,23462,2033,7157,1488,6720,0.9945,0,0,0,0
1298,1879,2625,10293,10164,10253,10174,10402,0.9946,0,0,0,0,0,0,0,0
1299,1958,2099,4609,1012,10061,10092,10067,10121,10107,10013,10038,10044,10062,0.9954,0,0
130,1869,2353,3725,4609,7020,10052,10067,10061,10092,100132464,10057,10085,10099,10038,100289635,0.9947
1300,176,9719,174,56895,10566,4824,5885,0.9896,0,0,0,0,0,0,0,0
1301,4363,30,10449,32,36,6257,4609,7157,6688,51085,3172,4149,7391,3665,0.9913,0
130120,116236,55,2180,72,8038,4609,1870,1869,1958,6257,5452,3172,2308,5460,0.9927,0
1302,1050,1012,1033,1071,0.9981,0,0,0,0,0,0,0,0,0,0,0
130367,53335,1879,5460,10038,10128,10103,0.9946,0,0,0,0,0,0,0,0,0
130399,2099,10486,10401,1020,10555,10411,10057,10121,10749,0.9927,0,0,0,0,0,0
130497,1050,1869,1012,10052,10253,10221,10085,10092,10051,0.9991,0,0,0,0,0,0
130574,21,10257,10057,116236,36,5452,1958,405,4609,5460,1869,0.9925,0,0,0,0
1306,84448,30,176,10965,2180,6257,7391,1488,1958,1869,1870,3131,0.9915,0,0,0
130612,3725,10332,10164,10402,10216,10221,10163,1019,10493,10131,10128,0.994,0,0,0,0
1311,1958,1012,10249,10036,10253,10092,10130,10243,10097,10048,1021,0.9951,0,0,0,0
131368,116236,55,2180,72,8038,5452,1958,1869,1870,4609,6257,3172,2308,5460,0.9911,0
131450,21,10257,10057,116236,176,7391,5885,5460,1488,1869,5452,0.9937,0,0,0,0
131669,9625,18,89845,30,10449,4149,6688,6257,6722,7025,6778,0.9903,0,0,0,0
132430,9625,18,89845,10449,47,7025,7528,2551,1050,0.9962,0,0,0,0,0,0
133,1050,1649,1869,1870,1875,1012,10052,10253,10221,10085,10092,10113,10236,10051,1009,0.999
133022,1960,10540,10894,11273,11004,1031,10262,10535,11335,11060,10765,0.9911,0,0,0,0
133121,72,1820,221079,367,481,1012,10401,1071,11140,11188,10062,0.9973,0,0,0,0
133874,340273,10257,10449,176,72,1869,5885,4609,0.993,0,0,0,0,0,0,0
1339,1869,10052,1029,10253,10085,10092,10196,0.9958,0,0,0,0,0,0,0,0
134,53335,1958,2354,2353,3726,1012,10164,10092,10112,10062,10171,10163,10036,10044,0.9943,0
1345,2099,10401,10486,10411,10555,1020,10763,0.995,0,0,0,0,0,0,0,0
134526,18,21,10257,10057,116236,5452,5460,3172,0.9929,0,0,0,0,0,0,0
134637,4609,10067,10061,10197,10221,10055,100132464,10036,0.9905,0,0,0,0,0,0,0
135228,2353,3725,10332,10164,10112,10216,10036,10131,10221,10411,10300,10402,0.9942,0,0,0
1358,9625,18,89845,30,10449,6257,7025,4149,0.9925,0,0,0,0,0,0,0
135892,1958,4609,1012,10067,10061,10092,10055,0.9965,0,0,0,0,0,0,0,0
1362,4363,30,10449,32,36,6257,4609,6688,7157,51085,3172,7391,4149,6720,0.9889,0
1363,18,21,36,134526,2182,6257,4149,1958,4609,5465,3172,22926,7391,6256,10009,0.9881
1364,4609,7020,10067,10061,10092,10055,10057,10036,100132464,0.993,0,0,0,0,0,0
137209,9869,114897,197257,10782,1958,2176,10915,1259,1312,23309,0.992,0,0,0,0,0
1376,367,1869,6258,7020,1012,10052,10085,10130,10111,0.998,0,0,0,0,0,0
1378,30,10449,6296,140,56895,2353,6257,5885,3174,7391,1870,6778,5087,6908,6925,0.9937
137970,2099,10486,10401,1020,10411,10555,10763,10057,10121,10749,10728,0.9962,0,0,0,0
137994,3725,4609,7020,10067,10061,10092,10057,10055,100132464,10059,10036,10105,10038,0.9914,0,0
138639,18,21,4363,10257,30,6257,4149,0.9909,0,0,0,0,0,0,0,0
138715,30,10965,2180,2182,23305,6257,1869,1870,7391,0.9837,0,0,0,0,0,0
1393,2099,10763,11331,10401,10749,113189,11060,10121,10555,0.9966,0,0,0,0,0,0
139728,1958,1959,1960,1012,10249,10097,10092,0.9951,0,0,0,0,0,0,0,0
140,30,10449,6296,56895,10551,1879,5885,3174,6257,4208,51003,1870,23462,6772,4211,0.9957
1400,4609,9319,10061,10067,1021,10131,10055,10124,0.9926,0,0,0,0,0,0,0
1404,21,340273,10257,10057,10060,988,7391,2099,1869,6775,2625,5087,84159,4609,6239,0.9863
140578,60468,2354,2353,3726,3725,10332,10164,10112,10163,10131,10216,10036,10134,10162,10221,0.9925
140680,4363,30,10449,32,36,6257,4609,6256,4149,6945,51085,5465,6720,7157,22877,0.9929
140766,1869,1870,2353,3725,4609,10052,10067,10061,10085,10092,10062,10055,100132464,10131,10038,0.996
140809,60468,1869,1958,2354,8061,1012,10052,10085,10051,0.9955,0,0,0,0,0,0
1410,340273,89845,4363,10057,116236,5452,1488,0.9932,0,0,0,0,0,0,0,0
1414,134,222,247,259173,83854,2354,2551,6938,6929,5885,4208,6667,1879,0.9974,0,0
142683,21,10257,10057,116236,176,5452,4609,1488,5885,0.9929,0,0,0,0,0,0
1427,147,259173,124930,467,816,10009,11060,11000,10621,10293,10961,10043,11165,11183,0.9907,0
143425,375790,84079,333,253982,467,10293,10621,10471,112476,1062,11243,10681,0.9891,0,0,0
143503,7546,116844,10903,1286,2200,10492,10669,2029,22907,23187,182,0.9977,0,0,0,0
1436,1050,7020,7546,1012,10057,10092,0.9963,0,0,0,0,0,0,0,0,0
143662,1050,1012,1033,1071,0.9979,0,0,0,0,0,0,0,0,0,0,0
143689,1958,2353,4609,1012,10067,10061,10092,100132464,10055,10112,10013,100289635,0.9962,0,0,0
143941,2308,2625,8022,10164,10293,0.991,0,0,0,0,0,0,0,0,0,0
144193,1869,1870,4609,7020,10052,10061,10067,10092,10057,10016,10085,10051,1000,0.9977,0,0
144404,4609,10061,10055,10067,10221,10131,100132464,10124,10197,0.9926,0,0,0,0,0,0
144406,21,89845,4363,10257,10057,2309,7025,2033,7391,140690,0.992,0,0,0,0,0
144455,84320,133,83543,226,9824,10253,10960,112476,10763,10782,10849,1072,10127,10009,10217,0.998
145389,3725,4609,10061,10055,10067,10164,10062,10128,1019,0.9921,0,0,0,0,0,0
145864,21,10257,10057,116236,176,5452,4609,1488,5885,0.9934,0,0,0,0,0,0
145873,1869,4783,10052,10174,10085,10067,10051,10092,1029,1030,10253,0.9987,0,0,0,0
146,1050,1649,1958,1959,1960,1012,10163,10097,10096,10130,10197,10092,0.9936,0,0,0
1462,2308,143941,10733,1031,10112,11232,140609,10471,1369,0.9949,0,0,0,0,0,0
146223,284,283373,56899,440,467,10293,10471,0.9901,0,0,0,0,0,0,0,0
146330,60468,10164,148,10134,0.9891,0,0,0,0,0,0,0,0,0,0,0
1464,2353,3725,7020,10164,10092,10057,10112,10036,10139,10165,10121,1017,0.9933,0,0,0
146712,1958,4609,1012,10067,10061,10055,10092,0.9962,0,0,0,0,0,0,0,0
146771,5993,1879,23354,10384,0.9935,0,0,0,0,0,0,0,0,0,0,0
146850,1879,10038,10171,10128,0.9851,0,0,0,0,0,0,0,0,0,0,0
146857,1958,1012,10249,10092,10243,10253,10097,10036,10130,10013,1019,0.9959,0,0,0,0
1469,3725,10332,10164,10402,10221,10216,1019,10131,10615,10128,10493,0.9941,0,0,0,0
146909,21,340273,89845,10257,84448,7391,5087,7025,0.9946,0,0,0,0,0,0,0
146956,4609,10061,10067,10055,10197,10131,10221,0.9906,0,0,0,0,0,0,0,0
147,467,2354,8061,2353,3726,10332,10164,10216,1020,10293,0.9927,0,0,0,0,0
147011,4602,4609,10067,10197,10061,10051,10055,100132464,0.9874,0,0,0,0,0,0,0
147111,467,1869,1879,1958,2353,10052,1012,10092,10051,10085,10112,1003,10062,10016,10111,0.9977
147372,21,10257,10057,116236,84448,5452,140690,6935,2033,5451,7157,405,0.9957,0,0,0
147463,21,4363,10257,84448,30,1869,7391,7157,6257,1050,10664,0.9911,0,0,0,0
147645,84448,30,176,47,10965,7391,6257,0.9935,0,0,0,0,0,0,0,0
147660,89845,11093,134637,130,79841,7025,6925,6872,2033,2551,2309,51548,5451,1869,0.9978,0
147685,1050,4824,9869,1012,1071,1033,10221,10421,10449,10309,10062,10335,10319,0.9973,0,0
147700,53335,1879,1958,1959,1960,1012,10197,10092,10130,0.9946,0,0,0,0,0,0
147798,21,10257,10057,116236,176,5452,7391,1958,5460,1488,1869,5885,0.9928,0,0,0
147837,4363,30,10449,32,36,4149,6257,6772,0.9872,0,0,0,0,0,0,0
147841,4609,10061,10067,10055,100132464,10197,10213,10007,10131,0.9921,0,0,0,0,0,0
147968,2354,2353,3726,3725,10332,10164,10402,10112,10216,0.9946,0,0,0,0,0,0
148,60468,1050,2354,8061,2353,1012,10113,10148,10112,0.9927,0,0,0,0,0,0
148206,414149,47,10965,6296,8754,2353,7391,3725,4205,5885,5087,3174,6720,4800,0.9914,0
148213,18,21,36,134526,2182,6257,7391,5465,4149,140690,0.9895,0,0,0,0,0
148229,2353,3725,10332,10164,10112,10402,10216,0.9954,0,0,0,0,0,0,0,0
148252,21,84448,30,36,176,6257,4609,5885,6688,1488,0.9897,0,0,0,0,0
148254,2353,9869,10332,10164,10486,10371,10112,0.9971,0,0,0,0,0,0,0,0
148398,1869,7020,10052,10092,10057,10016,10085,10165,10051,10121,0.9981,0,0,0,0,0
148418,7020,10221,10092,10057,10196,10059,10130,1020,10016,10128,1021,0.9881,0,0,0,0
148709,112,133,4329,58504,259266,6257,7391,2551,0.9927,0,0,0,0,0,0,0
148789,1958,2353,4609,1012,10061,10067,10055,10092,10112,10062,0.997,0,0,0,0,0
1489,1958,4609,7020,10067,10061,10092,10055,100132464,10057,10054,10013,10059,0.991,0,0,0
149297,1958,2099,1012,10156,10062,10044,10057,1021,10013,10107,0.9967,0,0,0,0,0
1493,32,84320,140766,147,22977,3727,2353,2186,8061,11016,51085,3726,2354,7391,6935,0.9893
149345,3725,4609,10164,10067,10055,10061,100132464,10096,1019,0.9894,0,0,0,0,0,0
149461,9625,18,89845,84448,10449,7025,1050,0.9937,0,0,0,0,0,0,0,0
1496,9625,18,21,116236,84448,5452,4609,3172,1499,5460,0.9943,0,0,0,0,0
1501,32,8751,140766,11174,114,2353,1869,1958,7391,1870,5452,4609,51085,4824,9319,0.9946
150209,1958,2353,3725,1012,10164,10092,10112,10130,10036,10062,10163,10054,0.9934,0,0,0
150372,1879,10171,10487,10128,10038,10308,10312,10313,10103,10437,10521,0.9909,0,0,0,0
150468,414149,47,10965,6296,8754,7391,6720,3174,5885,2353,23462,0.9928,0,0,0,0
150590,1958,7020,1012,10057,10092,10059,10130,10036,10097,10062,0.995,0,0,0,0,0
150709,4609,7020,10092,10061,10067,10059,10055,10057,100132464,10062,0.9936,0,0,0,0,0
150763,10257,10057,10449,47,6296,7391,2353,0.9922,0,0,0,0,0,0,0,0
151,4609,7020,10067,10061,10055,10057,10099,0.9949,0,0,0,0,0,0,0,0
1510,10257,10449,9510,9509,10551,1879,4609,988,1869,0.9927,0,0,0,0,0,0
151258,10057,116236,36,176,47,5452,4609,0.9955,0,0,0,0,0,0,0,0
1513,1050,1959,2354,8061,2353,1012,10164,10112,10262,10036,1020,10163,10062,0.9956,0,0
151473,53335,1869,1879,10052,10092,10051,10253,10196,10046,1021,10038,10085,10227,0.999,0,0
151647,1869,1870,1875,144455,10052,10085,10092,1029,10309,10253,10051,10124,1021,0.999,0,0
151887,4783,10067,131965,10174,144455,1869,1870,145873,10979,161742,10890,0.9883,0,0,0,0
152,467,10293,1062,112476,10621,10841,10681,0.9899,0,0,0,0,0,0,0,0
152206,18,21,4363,10057,116236,5452,5460,4609,3172,0.9915,0,0,0,0,0,0
152330,340273,4363,10257,116236,55,5452,1869,4609,1050,7157,10664,0.9927,0,0,0,0
152519,7020,10221,10196,10130,10128,10057,10092,10059,10079,102,1017,0.9899,0,0,0,0
152573,4783,10067,131965,10174,144455,1869,1870,145873,10890,10979,1191,0.9895,0,0,0,0
152926,467,53335,7020,10092,10057,10016,10196,10059,10131,10139,10127,10165,0.9891,0,0,0
153020,1958,1012,10249,10243,10092,10054,10130,10013,0.9955,0,0,0,0,0,0,0
153478,21,89845,4363,10257,30,7025,7391,1869,7157,6257,0.9925,0,0,0,0,0
153684,9869,114897,1312,197257,2176,1259,23309,10915,163059,0.9929,0,0,0,0,0,0
153733,1958,2308,1012,10097,10112,0.9965,0,0,0,0,0,0,0,0,0,0
153768,4609,7020,10067,10092,10061,10055,10057,10059,100132464,10036,0.9925,0,0,0,0,0
154215,21,10257,10057,116236,30,5452,6257,0.9916,0,0,0,0,0,0,0,0
1544,18,21,340273,10057,30,6257,6688,3172,0.989,0,0,0,0,0,0,0
1545,53335,1879,1958,2099,7020,1012,10038,10013,10019,10111,10036,10079,10062,0.9966,0,0
154881,4363,30,10449,32,36,6688,4149,0.9859,0,0,0,0,0,0,0,0
1555,133,226,284,285,9915,1870,144455,1869,4800,1876,2625,1871,0.9927,0,0,0
157313,5460,11178,1009,120,1756,1017,158471,0.992,0,0,0,0,0,0,0,0
157378,3725,10164,10332,10221,10402,10411,10216,10131,1020,10300,10544,0.9959,0,0,0,0
157570,21,4363,10257,30,10449,6257,1869,7157,7391,4609,140690,4149,10664,6772,0.9878,0
157753,1050,1012,1033,0.9967,0,0,0,0,0,0,0,0,0,0,0,0
157807,1050,1649,1012,1071,10221,1033,10449,10979,10865,10922,0.9957,0,0,0,0,0
1581,367,8431,6258,1012,10401,1071,1582,11140,0.9971,0,0,0,0,0,0,0
1582,6258,364,1869,1376,4023,30,335,1581,1593,2167,23054,0.9941,0,0,0,0
158219,60468,1958,6662,1012,10164,10134,10092,10130,10221,10036,10123,100131187,10013,0.9941,0,0
158511,1869,23462,3725,23764,4609,10052,10092,10061,10067,10085,10055,100132464,10051,0.995,0,0
1586,90993,3164,2648,1869,5111,5106,148327,207,5105,1388,2353,2354,0.9888,0,0,0
158763,1050,1869,1870,1875,144455,1012,10052,10092,10253,10085,0.9995,0,0,0,0,0
1588,367,60468,1869,1870,1875,1012,10052,10164,10085,10221,10253,10134,10092,1021,0.9973,0
159195,9509,80115,57673,8618,863,1879,4609,6925,2099,2308,0.9946,0,0,0,0,0
1592,367,1012,1893,1071,10401,11140,1499,11188,1376,1581,1021,0.9969,0,0,0,0
1594,2099,3725,4609,10164,10061,10057,10038,10067,10156,10121,0.9905,0,0,0,0,0
1602,2308,6495,114879,1290,10000,11016,140609,0.9981,0,0,0,0,0,0,0,0
160364,30,10449,6296,140,56895,6257,6778,5885,3174,7391,23462,1869,1870,6872,0.9938,0
160428,21,4363,10257,10057,116236,5452,1958,1869,5460,7391,4609,0.9915,0,0,0,0
161142,60468,2354,8061,2353,3726,10332,10164,10163,10486,10216,10221,10134,10371,10210,0.9926,0
161247,51166,18,21,340273,10257,4609,4149,140690,3172,1869,7391,7157,1523,6772,6778,0.9926
161497,21,4363,10257,30,36,6257,1869,7157,7391,1050,6908,6775,6688,6256,10009,0.9895
161753,7546,143503,2029,1191,10903,10621,112476,10669,10492,1286,0.9905,0,0,0,0,0
1621,3725,7020,10057,10164,10148,10165,10092,0.9915,0,0,0,0,0,0,0,0
162239,1958,1012,10253,10260,10036,0.9976,0,0,0,0,0,0,0,0,0,0
162282,3725,10332,10164,10402,10221,10216,1019,10131,10615,10128,10493,0.9938,0,0,0,0
162494,1050,1649,1012,1071,1033,0.9975,0,0,0,0,0,0,0,0,0,0
162515,21,4363,10257,10057,116236,5452,5460,2099,4609,7391,1869,1958,7157,10664,1050,0.9919
162655,414149,47,10965,6296,97,3174,4205,7391,6720,4800,2353,1523,5090,5087,6929,0.9935
162681,18,21,10257,10057,116236,5452,3172,5460,0.992,0,0,0,0,0,0,0
1627,21,89845,4363,10257,10057,7025,7391,1869,0.9916,0,0,0,0,0,0,0
162963,21,89845,10257,10057,116236,5452,1869,7391,0.9929,0,0,0,0,0,0,0
162979,1958,4609,1012,10067,10061,10092,10055,0.9957,0,0,0,0,0,0,0,0
163115,8754,112,130,174,83543,2353,23462,1875,1869,144455,1870,10782,10127,0.9944,0,0
1634,1050,2353,23462,3725,4609,1012,10061,10062,10096,10111,10101,100132464,1009,10103,10156,0.9955
163782,3725,10332,10164,10221,10402,10216,1019,10131,10615,1020,0.9928,0,0,0,0,0
163786,1958,1012,10249,10044,10243,10092,10062,10013,0.9963,0,0,0,0,0,0,0
1645,1958,23462,4609,7020,10067,10061,10092,10057,10055,10097,10036,10059,10038,10096,0.9906,0
1646,340273,116236,55,2180,72,4609,1869,1870,6257,1958,5452,5460,6256,5087,4149,0.9921
1649,133,146,56899,467,785,10293,1062,10841,10681,10131,10961,10521,10335,10221,10788,0.9966
165055,18,21,36,134526,2182,6257,4609,988,1958,5465,4205,7391,84159,4149,0.9886,0
165215,83543,84079,283373,358,467,10194,10621,10293,10471,11124,1062,10114,10782,10841,0.9906,0
165545,467,1050,1959,2625,3725,1012,10164,10057,10174,0.992,0,0,0,0,0,0
1663,4609,10067,10061,10221,10055,10197,10213,100132464,10056,10036,0.9905,0,0,0,0,0
166929,1050,1012,1033,1071,0.9977,0,0,0,0,0,0,0,0,0,0,0
1675,1958,7020,1012,10092,10057,10130,10036,0.9943,0,0,0,0,0,0,0,0
168620,4609,5460,10067,10061,10055,10197,100132464,0.9904,0,0,0,0,0,0,0,0
1690,1879,10038,10128,0.9904,0,0,0,0,0,0,0,0,0,0,0,0
169044,21,10257,10057,116236,32,4609,5452,1958,51085,1869,5460,0.9915,0,0,0,0
169611,21,10257,10057,116236,30,5452,6257,7391,1869,0.9955,0,0,0,0,0,0
169841,21,4363,10257,30,36,1997,6257,1869,0.9917,0,0,0,0,0,0,0
170392,3725,10402,10073,10544,10216,10300,10128,10103,10615,10124,0.9951,0,0,0,0,0
170690,2353,4609,10164,10061,10067,10112,100132464,10055,10163,10036,0.991,0,0,0,0,0
170712,72,1820,221079,367,481,1012,1071,10401,11140,10062,1499,10499,11188,0.9983,0,0
170959,414149,47,10965,6296,8754,7391,2353,3725,5087,5885,3174,4205,6720,6688,0.9925,0
171177,1879,2353,3725,7020,10057,10112,10038,10092,10130,10036,10059,10131,0.9903,0,0,0
171392,7020,10092,10221,10057,10196,10016,1020,10130,10059,10116,10121,0.9881,0,0,0,0
1723,4609,10061,10067,10055,10213,10221,1020,10197,100132464,10200,10056,0.9897,0,0,0,0
1728,2353,3725,7020,10164,10057,10112,10092,10036,10165,10131,10059,10139,0.99,0,0,0
173,340273,72,97,8745,9509,2099,988,5090,3297,5087,4205,1523,0.9905,0,0,0
1734,4609,4783,7849,10067,10174,10061,10055,10197,100132464,10036,0.9926,0,0,0,0,0
174,23462,2146,10535,1634,1778,1213,10841,2065,116535,116844,1284,0.9935,0,0,0,0
1740,60468,1050,4609,4783,7020,1012,10061,10067,10092,10057,10059,100132464,10055,10036,10016,0.9951
1755,51166,21,340273,4363,10257,1869,1523,4609,140690,4149,0.9938,0,0,0,0,0
1756,1050,3725,8022,5460,6662,1012,10216,10164,10238,10221,10300,10044,10062,10131,10103,0.995
1757,4609,10128,10038,10067,10061,10036,10056,0.9934,0,0,0,0,0,0,0,0
176,51166,21,4363,10257,10057,1488,1869,7157,140690,0.993,0,0,0,0,0,0
1763,4609,10061,10067,10055,10197,100132464,10221,0.9906,0,0,0,0,0,0,0,0
1775,1050,1012,1033,1071,0.9975,0,0,0,0,0,0,0,0,0,0,0
1776,2353,3725,10164,10411,10216,10332,10402,10161,0.9945,0,0,0,0,0,0,0
178,4609,10061,1020,10067,10038,0.9914,0,0,0,0,0,0,0,0,0,0
1780,1959,1960,10540,10894,10262,11004,11273,11060,0.9922,0,0,0,0,0,0,0
1786,1788,1789,1869,1870,1875,10052,1029,10085,10253,1017,10092,10124,10309,1031,10257,0.9998
1788,1786,1789,29947,2099,2146,10411,1020,10763,10486,10555,10401,111,113000,10749,10121,0.9958
1789,1786,1788,29947,1958,1959,1012,10249,1020,0.995,0,0,0,0,0,0,0
18,9625,21,89845,10449,36,1003,10071,10085,0.9874,0,0,0,0,0,0,0
1800,1879,1958,23462,4609,1012,10061,10067,10055,10092,10128,10111,10036,10038,100289635,0.9967,0
1811,4363,30,176,10965,2180,6257,7391,4609,5885,6688,1488,1870,1869,7157,6927,0.9865
1815,1958,1959,1960,1012,10249,0.9963,0,0,0,0,0,0,0,0,0,0
1820,1869,1870,4609,7020,10052,10061,10092,10067,10085,10055,10057,100132464,10016,10059,0.9971,0
1827,1879,1958,3725,4773,4776,1012,10164,10062,10131,10038,100131187,10092,10138,10156,0.9954,0
1836,2353,4609,10061,10067,10055,10164,10112,10124,10180,0.9935,0,0,0,0,0,0
1837,2354,8061,2353,3726,3725,10332,10164,10112,10216,10402,0.9944,0,0,0,0,0
1840,1869,1870,4854,1029,10052,10092,10196,10085,1022,0.9979,0,0,0,0,0,0
1841,4609,10067,10061,10197,10221,100132464,10055,10171,10062,10131,10128,0.9901,0,0,0,0
1843,467,1869,2353,2625,3725,10052,10164,10057,10092,10174,10085,0.9935,0,0,0,0
1844,53335,1869,1879,1958,2625,1012,10052,10092,10085,10057,10051,10111,10013,0.997,0,0
1847,1958,2353,1012,10164,10092,10112,10062,0.9953,0,0,0,0,0,0,0,0
1848,1958,4609,6662,1012,10067,10061,0.996,0,0,0,0,0,0,0,0,0
185,2118,1071,4306,11140,2158,3778,3297,0.997,0,0,0,0,0,0,0,0
1852,21,4363,10257,10057,84448,7391,1869,0.9906,0,0,0,0,0,0,0,0
1869,51166,10257,84320,2180,54988,10052,10085,1018,10274,10111,1029,10051,1003,1021,0.9986,0
1870,84320,2180,140766,133,56895,10253,10763,10960,10217,10849,1031,10051,1000,10938,1018,0.9966
1875,84320,133,83543,226,9824,10253,10782,10960,10949,10763,112476,10009,11214,10980,10849,0.9986
1879,10551,222,247,259173,83854,10475,10865,10782,0.9986,0,0,0,0,0,0,0
1893,367,1050,8022,10335,10290,10062,10401,10319,1009,10449,1012,0.9989,0,0,0,0
1894,4824,1879,22849,23428,259232,0.9929,0,0,0,0,0,0,0,0,0,0
190,367,2099,2354,8061,2353,1012,10332,10164,0.9941,0,0,0,0,0,0,0
1910,21,4363,10257,10057,116236,5452,5460,6935,2099,1958,140690,7391,5451,6775,0.9941,0
1917,4609,10067,10055,10061,10197,10221,10036,100132464,10056,0.9901,0,0,0,0,0,0
192683,84448,36,176,23305,6296,6257,4609,2353,1958,7391,5885,3172,1488,10664,0.991,0
1944,1958,1012,10249,10092,10243,10036,10253,0.9956,0,0,0,0,0,0,0,0
1945,51166,21,10257,10057,116236,5452,4149,405,1869,2625,5460,0.9941,0,0,0,0
1946,1869,4609,10052,10067,10092,10061,10085,10055,0.9981,0,0,0,0,0,0,0
1949,1959,1960,10540,109,10765,10197,11273,10782,11083,10535,11004,10262,0.9944,0,0,0
1950,1869,2099,10052,10253,1020,10085,10051,0.9976,0,0,0,0,0,0,0,0
1951,4609,10067,10061,10055,0.9914,0,0,0,0,0,0,0,0,0,0,0
1958,116236,84448,84320,2182,88,1012,10253,10138,10249,0.9946,0,0,0,0,0,0
1959,146,9181,554235,528,60468,10164,10922,10535,1031,10540,10162,10134,10765,11043,10262,0.993
1960,114,146,554235,528,60468,10164,10894,10922,10535,1031,10540,0.9914,0,0,0,0
196792,7020,10221,10196,10057,10092,10130,10059,10128,10016,1020,10121,0.9905,0,0,0,0
1969,3725,7020,10164,10057,10092,10059,10062,10165,10130,10131,10163,10127,0.9898,0,0,0
197257,9869,114897,1312,2176,115560,23759,0.9923,0,0,0,0,0,0,0,0,0
199953,1869,4609,10052,10092,10061,10085,10067,10158,10131,10055,0.9983,0,0,0,0,0
200035,21,10257,10057,116236,30,5452,4609,6257,5460,1869,7157,0.9924,0,0,0,0
200132,21,10257,10057,116236,176,5452,1488,1958,4609,1869,5460,7391,3131,5885,6775,0.9939
200150,9625,10351,116236,32,84320,3172,2186,5452,4149,51085,5460,144455,1870,0.9933,0,0
200185,467,1879,4602,4609,10061,10067,10055,10051,10036,10128,10111,100132464,10171,10062,0.9899,0
200539,21,30,36,84320,6296,6257,2186,5885,3172,6256,10009,2353,3170,4149,6935,0.9931
200765,1958,1012,10249,10062,10243,0.9965,0,0,0,0,0,0,0,0,0,0
200810,21,10257,10057,116236,176,5452,1488,4609,5460,5885,7391,0.9927,0,0,0,0
200958,2353,3725,10332,10164,10112,10036,10402,10216,0.9942,0,0,0,0,0,0,0
2016,1879,10171,10128,10038,10313,100289635,10017,10103,10003,10227,10512,0.9931,0,0,0,0
201725,3725,4609,10164,10061,10067,100132464,10105,10055,0.9905,0,0,0,0,0,0,0
201799,1879,3725,10332,10164,10402,10221,10038,10131,0.9926,0,0,0,0,0,0,0
202151,21,10257,10057,116236,176,5452,1958,1869,5460,7391,5885,1488,0.9918,0,0,0
2023,1958,8061,2353,2625,4609,1012,10067,10061,10057,10092,100132464,10054,10055,10112,0.9934,0
2027,60468,4609,6662,7020,10067,10036,10061,10038,10055,10059,10130,0.9927,0,0,0,0
203068,1869,1870,1875,144455,1958,1012,10052,10085,0.9989,0,0,0,0,0,0,0
203190,340273,84448,176,23305,6296,7391,2353,1523,5885,1958,6257,0.9934,0,0,0,0
203286,1958,4609,1012,10061,10067,10092,100132464,10055,0.9955,0,0,0,0,0,0,0
2036,60468,2099,6662,7020,10164,10092,10162,10134,10196,0.9881,0,0,0,0,0,0
2047,51166,21,340273,10257,10057,1869,140690,4149,5087,4609,7391,1523,7157,0.9929,0,0
